SigmaMuscle,SigmaEpineurium,SigmaPerineurium,SigmaAlongFascicles,SigmaTransverseFascicles,ThermalConductivity_Fascicles,HeatTransferRate_Fascicles,ThermalConductivity_Saline,HeatTransferRate_Saline,ThermalConductivity_Connective_Tissue,HeatTransferRate_Connective_Tissue,EM_Shunting_Total_Current,EM_Shunting_Current_Nerve,EM_Shunting_Current_Outside,EM_Shunting_Shunted_Current,Dosimetry_Saline_PeakE,Dosimetry_Saline_Iso99E,Dosimetry_Saline_Iso98E,Dosimetry_Saline_icnirp_peaks,Dosimetry_Nerve_PeakE,Dosimetry_Nerve_Iso99E,Dosimetry_Nerve_Iso98E,Dosimetry_Nerve_icnirp_peaks,Dosimetry_Fascicles_PeakE,Dosimetry_Fascicles_Iso99E,Dosimetry_Fascicles_Iso98E,Dosimetry_Fascicles_icnirp_peaks,Thermal_Peak_Overall,Thermal_Peak_Nerve,Thermal_Peak_Saline,EM_Neuro_Minimal_Threshold,EM_Neuro_Maximal_Threshold,EM_Neuro_Quantile_1percent,EM_Neuro_Quantile_10percent,EM_Neuro_Quantile_50percent,EM_Neuro_Quantile_90percent,EM_Neuro_Quantile_99percent
0.2946968796370136,0.0789165015705576,0.0036392400986246,0.6637179079809714,0.218713585611974,0.3522016640579801,38958.50170794961,0.5946273471419746,1393.3276104648198,0.2297807660337481,2073.0591460936894,0.3528122033458203,0.2554781385697424,0.0973364876699633,27.588751912117004,524.498892367452,52.50846324367946,43.17367107312277,334.3720158491603,58341.56748238506,1492.6105747805236,1297.922366192837,6399.781870257335,1689.070079700252,1100.9959644824612,948.8106503206684,1399.3451757210846,0.86519575,0.86519575,0.77893776,0.02888319,1.06646425,0.0365235934,0.064629236,0.14853202,0.7005568400000001,0.8681048218
0.4131600464858476,0.0286687458074434,0.0014775941503329,0.5350353601804229,0.1486139271258526,0.2906699231042701,15217.764966250948,0.4341772338096263,4347.71224857182,0.1700574296788931,4406.924141983479,0.1752364478306844,0.1252965594176203,0.0499349043820984,28.49572896957397,534.2599394340856,36.84594572930401,30.90312621072837,256.2558070352347,155356.9385501796,3801.838817128464,3110.595488813521,17497.86479829619,2834.9137863540104,1734.3745950745354,1437.9542971367975,2354.2873124168705,1.3032829,1.3032829,1.1086826,0.01741968,0.88413861,0.0224587526,0.04047999,0.10489405,0.511181566,0.7136498149999999
0.1871101909144212,0.133665060432138,0.0030956388868413,0.3354497630014916,0.0564549121867031,0.5396148427366009,19533.249161552747,1.3555300018494654,3349.473270589865,0.6985115446093473,3829.195500695832,0.388385378755629,0.2870730822905898,0.1013091095956042,26.08468532562256,715.9265251588106,79.63593410861832,64.50511905235592,517.4953045535271,55475.27849706547,1357.5711368783284,1172.4478505835034,3961.8792212109274,2302.746753881944,1229.497981387855,1101.4253355055057,1586.5179087352246,0.4482745,0.4482745,0.4074731,0.0277693,0.84941685,0.0341080878,0.059246328,0.12904102,0.602952854,0.7367012538
0.5621019295298983,0.1045934289683615,0.0014052612491468,1.0066302698091578,0.1514394058829618,1.427370811009139,26759.920236891605,0.189196828753826,7885.247403609006,0.6209695328668622,7359.4616840983135,0.4554248880594969,0.3277626528870314,0.1276644761674106,28.031951189041138,301.71020655337657,27.51988202380133,22.48578793819101,186.5162061660451,142186.0351921474,1107.1218376980696,948.9616209329918,8125.051851787928,1162.5208299020426,740.96166848224,632.3390624722296,915.5173163997576,0.37292182,0.37292182,0.35603747,0.0422047,1.8727966,0.0532249132,0.097609024,0.24127316,1.154712714,1.5188682672
1.2135904563150277,0.1291141919938904,0.0013522321848208,0.3033117392792845,0.1701200860283257,0.4944825414894676,34152.0783355438,1.46882806336779,2112.9754773447094,0.3029289503788851,1481.8462565749037,0.3919513546861708,0.2690997498575598,0.122846569865942,31.34230077266693,257.22899958177084,15.164796286479955,12.01738938784142,143.73715991732894,122958.98056214197,1230.9575728649336,1094.18451332642,5902.812190118529,1369.407636204496,1143.9656732683943,1012.9656137244436,1312.2905656321595,0.57360435,0.57360435,0.50626796,0.02665706,0.82456284,0.033908624,0.057947992000000004,0.12734803,0.588152652,0.7086587912
1.301472561722825,0.0435445906751069,0.0043886518813846,0.2795662101329054,0.0351904180422978,1.222836406097527,11760.293465901794,0.1665680247424449,6780.815666173331,0.4578967220884307,2223.17258765318,0.1843843347160145,0.1263294252566993,0.0580556516069918,31.486216187477112,262.3788608844489,13.717325718509567,11.090619361122886,117.6593138195354,41363.69128409676,2898.6800181853755,2622.615344028117,7258.393108266371,6025.720091049113,2500.1049095224025,2265.5107434512333,3735.5073793529136,1.1507866,1.1507866,1.0900402,0.01396294,0.4783598,0.0172416204,0.030274196,0.06868681,0.325089524,0.398296232
0.4716655727284379,0.163692335408577,0.0019089115454665,0.2427045165406881,0.1692077078754011,0.8079872413639066,30316.637972738397,0.6697509675266322,5820.848715764113,0.1515883628367626,2265.7188367182425,0.4445449740160256,0.3138066094834357,0.1307380589423701,29.409411549568176,430.7517161085435,36.89420376860242,29.227877494345663,306.3780494267257,74870.40724535144,1165.9462948103069,999.382541249762,4196.191848131216,1304.5665839954888,1076.7390527773437,975.1598987310372,1209.301966618894,0.40570828,0.40570828,0.31487694,0.02901812,0.84487057,0.0369113106,0.061618668,0.13312625,0.617965804,0.7490429108
0.2546271168861403,0.2320819712461076,0.0042241994274965,0.2660433333089166,0.1375352748646129,0.5822843879111799,7900.367600302048,0.5034497448526132,4932.388810910336,0.4674784524789838,1308.0810320179603,0.5798798520117998,0.4302995221223682,0.1495749165769666,25.79412162303925,530.6561730776842,58.437113054301726,46.63163655371716,385.1332709614084,32391.9355134632,936.807941558614,828.7147196620348,2391.945733039692,1199.791976311222,868.8148862670008,791.4089539179492,1014.6726819143448,0.34216484,0.34216484,0.30984724,0.0380664,1.07166414,0.0477161444,0.07914515800000001,0.1692654,0.776047522,0.940490061
0.5297179149285305,0.0420131672117884,0.0055343785984264,0.2478623523366816,0.0919589389588459,0.1927056142773406,14002.251921633146,0.5130528080301812,5334.079689047282,0.2142802048166515,5865.247590278737,0.1771728275343775,0.1221752463607117,0.0549959040654357,31.040823459625244,581.9514931484539,33.661437894181574,27.18811965032948,279.47851557950804,43890.86437908533,2978.135987928523,2685.2047583975677,7412.876160354504,4212.42462898494,2441.239065684842,2183.526880548584,3276.3350178506776,1.1514064,1.1514064,0.9210625,0.0128311,0.39533606,0.0160892924,0.027370472,0.0600112,0.279816024,0.3391469149999999
0.3242844201664803,0.0795761496978799,0.0008493352249563,0.2899962439006532,0.1784760805599177,0.2122290000645052,26199.361559001358,0.9014673715302716,3940.30138322823,0.1798066856715618,1063.1444810768296,0.2620040613692254,0.18494033429306,0.0770629339967854,29.412877559661865,624.9858578546448,52.140184784594766,41.71216889132929,412.5564628508138,242320.0421934382,1886.8080210636329,1617.2640365654552,10567.851711494868,1876.6452531411865,1588.5729204916402,1392.3497373825287,1864.048956586756,0.8015882,0.8015882,0.6265913,0.01937113,0.6493869,0.0246739738,0.042663356000000006,0.09601341,0.447742602,0.5422365584
